Site,Year,Max,Mean,Min,filled,Seas,SiteYr,SiteSeas,SiteYrSeas,Max.anom,Min.anom,Mean.anom
A1,1999,24.41793478,17.80608696,11.19391304,0,summer,A1_1999,A1_summer,A1_1999_summer,-0.280398678,0.285250127,-0.000547878
B1,1999,23.10097826,15.5898913,8.078586957,0,summer,B1_1999,B1_summer,B1_1999_summer,1.120516052,-0.645183828,0.235635832
C1,1999,18.72826087,11.64673913,4.565217391,0,summer,C1_1999,C1_summer,C1_1999_summer,1.189650621,1.060559006,1.125104814
D1,1999,11.47826087,7.538043478,3.597826087,0,summer,D1_1999,D1_summer,D1_1999_summer,0.807247671,0.776626553,0.791960404
NOAA,1999,28.71336957,20.67336957,12.63293478,0,summer,NOAA_1999,NOAA_summer,NOAA_1999_summer,0.101975932,-1.353784938,-0.62513587
A1,2000,27.04,19.68358696,12.32717391,0,summer,A1_2000,A1_summer,A1_2000_summer,2.34166654,1.418510997,1.876952122
B1,2000,25.63891304,17.56673913,9.494565217,0,summer,B1_2000,B1_summer,B1_2000_summer,3.658450835,0.770794433,2.212483659
C1,2000,20.91304348,12.86956522,4.826086957,0,summer,C1_2000,C1_summer,C1_2000_summer,3.37443323,1.321428571,2.347930901
D1,2000,12.82608696,8.597826087,4.369565217,0,summer,D1_2000,D1_summer,D1_2000_summer,2.155073758,1.548365683,1.851743012
NOAA,2000,30.74673913,22.08065217,13.41391304,0,summer,NOAA_2000,NOAA_summer,NOAA_2000_summer,2.135345497,-0.572806677,0.782146739
A1,2001,27.0223913,19.82782609,12.63347826,0,summer,A1_2001,A1_summer,A1_2001_summer,2.324057844,1.724815345,2.021191253
B1,2001,23.87604591,16.68158128,9.487116647,1,summer,B1_2001,B1_summer,B1_2001_summer,1.8955837,0.763345862,1.327325806
C1,2001,19.76086957,12.26086957,4.760869565,0,summer,C1_2001,C1_summer,C1_2001_summer,2.222259317,1.25621118,1.739235248
D1,2001,12.41304348,8.141304348,3.869565217,0,summer,D1_2001,D1_summer,D1_2001_summer,1.74203028,1.048365683,1.395221273
NOAA,2001,30.62782609,22.21347826,13.79836957,0,summer,NOAA_2001,NOAA_summer,NOAA_2001_summer,2.016432453,-0.188350155,0.914972826
A1,2002,27.35434783,19.88478261,12.41521739,0,summer,A1_2002,A1_summer,A1_2002_summer,2.656014366,1.506554475,2.078147775
B1,2002,25.97934783,18.00108696,10.02282609,0,summer,B1_2002,B1_summer,B1_2002_summer,3.998885618,1.299055302,2.646831485
C1,2002,21.72826087,13.01630435,4.304347826,0,summer,C1_2002,C1_summer,C1_2002_summer,4.189650621,0.799689441,2.494670031
D1,2002,13.7173913,9.364130435,5.010869565,0,summer,D1_2002,D1_summer,D1_2002_summer,3.046378106,2.189670031,2.61804736
NOAA,2002,31.81228261,22.6576087,13.50173913,0,summer,NOAA_2002,NOAA_summer,NOAA_2002_summer,3.200888975,-0.48498059,1.359103261
A1,2003,25.77065217,19.05108696,12.33152174,0,summer,A1_2003,A1_summer,A1_2003_summer,1.072318714,1.422858823,1.244452122
B1,2003,25.21086957,17.74076087,10.27065217,0,summer,B1_2003,B1_summer,B1_2003_summer,3.230407357,1.546881389,2.386505398
C1,2003,20.32608696,12.38586957,4.445652174,0,summer,C1_2003,C1_summer,C1_2003_summer,2.787476708,0.940993789,1.864235248
D1,2003,11.68478261,7.635869565,3.586956522,0,summer,D1_2003,D1_summer,D1_2003_summer,1.01376941,0.765756988,0.889786491
NOAA,2003,29.54402174,21.33934783,13.13391304,0,summer,NOAA_2003,NOAA_summer,NOAA_2003_summer,0.932628106,-0.852806677,0.040842391
A1,2004,23.12043478,16.56445652,10.00869565,0,summer,A1_2004,A1_summer,A1_2004_summer,-1.577898678,-0.899967264,-1.242178312
B1,2004,21.99195652,14.76684783,7.541304348,0,summer,B1_2004,B1_summer,B1_2004_summer,0.011494313,-1.182466437,-0.587407646
C1,2004,16.65217391,9.760869565,2.869565217,0,summer,C1_2004,C1_summer,C1_2004_summer,-0.886436335,-0.635093168,-0.760764752
D1,2004,9.565217391,5.766304348,1.967391304,0,summer,D1_2004,D1_summer,D1_2004_summer,-1.105795807,-0.85380823,-0.979778727
NOAA,2004,26.69021739,18.86152174,11.0323913,0,summer,NOAA_2004,NOAA_summer,NOAA_2004_summer,-1.921176242,-2.954328416,-2.436983696
A1,2005,25.85793478,18.70565217,11.55315217,0,summer,A1_2005,A1_summer,A1_2005_summer,1.159601322,0.644489258,0.89901734
B1,2005,24.87728261,17.20304348,9.528913043,0,summer,B1_2005,B1_summer,B1_2005_summer,2.8968204,0.805142259,1.848788006
C1,2005,19.93478261,12.14673913,4.358695652,0,summer,C1_2005,C1_summer,C1_2005_summer,2.39617236,0.854037267,1.625104814
D1,2005,11.51978261,7.531630435,3.543478261,0,summer,D1_2005,D1_summer,D1_2005_summer,0.84876941,0.722278727,0.78554736
NOAA,2005,29.30271739,20.96163043,12.62076087,0,summer,NOAA_2005,NOAA_summer,NOAA_2005_summer,0.691323758,-1.365958851,-0.336875
A1,2006,26.49967391,19.67434783,12.84891304,0,summer,A1_2006,A1_summer,A1_2006_summer,1.801340453,1.940250127,1.867712992
B1,2006,25.04565217,17.62967391,10.21413043,0,summer,B1_2006,B1_summer,B1_2006_summer,3.065189965,1.49035965,2.275418441
C1,2006,20.26086957,12.7173913,5.173913043,0,summer,C1_2006,C1_summer,C1_2006_summer,2.722259317,1.669254658,2.195756988
D1,2006,11.77173913,7.935652174,4.099456522,0,summer,D1_2006,D1_summer,D1_2006_summer,1.100725932,1.278256988,1.189569099
NOAA,2006,30.62043478,22.3723913,14.12391304,0,summer,NOAA_2006,NOAA_summer,NOAA_2006_summer,2.009041149,0.137193323,1.07388587
A1,2007,27.27282609,20.05619565,12.83956522,0,summer,A1_2007,A1_summer,A1_2007_summer,2.574492627,1.930902301,2.249560818
B1,2007,25.58945652,18.03858696,10.4873913,0,summer,B1_2007,B1_summer,B1_2007_summer,3.608994313,1.763620519,2.684331485
C1,2007,21.30323068,14.13119565,6.958586957,0,summer,C1_2007,C1_summer,C1_2007_summer,3.764620428,3.453928571,3.609561335
D1,2007,15.4673913,10.57065217,5.673913043,0,summer,D1_2007,D1_summer,D1_2007_summer,4.796378106,2.852713509,3.824569099
NOAA,2007,31.0748913,22.24304348,13.41206522,0,summer,NOAA_2007,NOAA_summer,NOAA_2007_summer,2.463497671,-0.574654503,0.944538043
A1,2008,26.02902174,18.45043478,10.8725,0,summer,A1_2008,A1_summer,A1_2008_summer,1.330688279,-0.036162916,0.643799948
B1,2008,25.12717391,17.32608696,9.525,0,summer,B1_2008,B1_summer,B1_2008_summer,3.146711704,0.801229215,1.971831485
C1,2008,20.12309783,13.07,6.016304348,0,summer,C1_2008,C1_summer,C1_2008_summer,2.584487578,2.511645963,2.548365683
D1,2008,14.14130435,9.440217391,4.739130435,0,summer,D1_2008,D1_summer,D1_2008_summer,3.470291149,1.917930901,2.694134317
NOAA,2008,29.88456522,21.1348913,12.38532609,0,summer,NOAA_2008,NOAA_summer,NOAA_2008_summer,1.273171584,-1.601393634,-0.16361413
A1,2009,23.97799129,16.58669862,9.195405957,0,summer,A1_2009,A1_summer,A1_2009_summer,-0.720342173,-1.71325696,-1.219936212
B1,2009,18.27195514,12.8378258,7.403696467,0,summer,B1_2009,B1_summer,B1_2009_summer,-3.708507073,-1.320074318,-2.516429671
C1,2009,18.81521739,10.89673913,2.97826087,0,summer,C1_2009,C1_summer,C1_2009_summer,1.276607143,-0.526397516,0.375104814
D1,2009,12.52980435,7.34723913,3.649423913,0,summer,D1_2009,D1_summer,D1_2009_summer,1.858791149,0.828224379,0.601156056
NOAA,2009,27.71728261,19.68902174,11.66062802,0,summer,NOAA_2009,NOAA_summer,NOAA_2009_summer,-0.894111025,-2.326091701,-1.609483696
A1,2010,25.13801767,17.85669977,10.57538188,0,summer,A1_2010,A1_summer,A1_2010_summer,0.43968421,-0.333281041,0.050064939
B1,2010,22.03062946,16.89389411,11.75715876,0,summer,B1_2010,B1_summer,B1_2010_summer,0.05016725,3.033387974,1.539638637
C1,2010,19.42391304,11.85326087,4.282608696,0,summer,C1_2010,C1_summer,C1_2010_summer,1.885302795,0.777950311,1.331626553
D1,2010,13.59021739,8.295762593,4.433655621,0,summer,D1_2010,D1_summer,D1_2010_summer,2.919204193,1.612456087,1.549679519
NOAA,2010,29.66163043,21.36163043,13.0615942,0,summer,NOAA_2010,NOAA_summer,NOAA_2010_summer,1.050236801,-0.925125517,0.063125
A1,2011,26.60445051,18.74065217,10.87609578,0,summer,A1_2011,A1_summer,A1_2011_summer,1.90611705,-0.032567134,0.93401734
B1,2011,25.68858696,17.27467391,8.860652174,0,summer,B1_2011,B1_summer,B1_2011_summer,3.708124748,0.136881389,1.920418441
C1,2011,20.52173913,11.82065217,3.119565217,0,summer,C1_2011,C1_summer,C1_2011_summer,2.983128882,-0.385093168,1.299017857
D1,2011,13.93203642,8.777406525,4.799863583,0,summer,D1_2011,D1_summer,D1_2011_summer,3.261023225,1.978664049,2.031323451
NOAA,2011,31.17108696,22.28597826,13.39975846,0,summer,NOAA_2011,NOAA_summer,NOAA_2011_summer,2.559693323,-0.586961265,0.987472826
A1,2012,27.55141897,19.74375868,11.93609839,1,summer,A1_2012,A1_summer,A1_2012_summer,2.853085509,1.027435469,1.937123843
B1,2012,26.2710053,17.9439016,9.616797907,0,summer,B1_2012,B1_summer,B1_2012_summer,4.29054309,0.893027122,2.589646131
C1,2012,20.56521739,12.33152174,4.097826087,0,summer,C1_2012,C1_summer,C1_2012_summer,3.026607143,0.593167702,1.809887422
D1,2012,14.79478261,9.63101087,5.528228261,0,summer,D1_2012,D1_summer,D1_2012_summer,4.12376941,2.707028727,2.884927795
NOAA,2012,32.07163043,23.25793478,14.43902174,0,summer,NOAA_2012,NOAA_summer,NOAA_2012_summer,3.460236801,0.452302019,1.959429348
A1,2013,26.57967886,19.57230599,12.56493312,NA,summer,A1_2013,A1_summer,A1_2013_summer,1.881345398,1.656270204,1.765671155
B1,2013,23.79856522,17.46791848,11.13727174,0,summer,B1_2013,B1_summer,B1_2013_summer,1.818103009,2.413500954,2.113663006
C1,2013,18.45108696,10.39130435,2.331521739,0,summer,C1_2013,C1_summer,C1_2013_summer,0.912476708,-1.173136646,-0.130329969
D1,2013,13.74623517,8.795414243,4.898521739,0,summer,D1_2013,D1_summer,D1_2013_summer,3.075221972,2.077322205,2.049331168
NOAA,2013,30.49532609,21.89858696,13.29706522,0,summer,NOAA_2013,NOAA_summer,NOAA_2013_summer,1.883932453,-0.689654503,0.600081522
A1,2014,24.96883696,18.33895652,11.70907609,0,summer,A1_2014,A1_summer,A1_2014_summer,0.270503496,0.800413171,0.532321688
B1,2014,22.38853261,16.19105435,9.993576087,0,summer,B1_2014,B1_summer,B1_2014_summer,0.4080704,1.269805302,0.836798876
C1,2014,18.82478261,11.76967391,4.714565217,0,summer,C1_2014,C1_summer,C1_2014_summer,1.28617236,1.209906832,1.248039596
D1,2014,12.38098913,7.231124239,3.330293478,0,summer,D1_2014,D1_summer,D1_2014_summer,1.709975932,0.509093944,0.485041165
NOAA,2014,28.79869565,20.68152174,12.55978261,0,summer,NOAA_2014,NOAA_summer,NOAA_2014_summer,0.187302019,-1.426937112,-0.616983696
A1,2015,25.72921739,18.7342192,12.68738043,0,summer,A1_2015,A1_summer,A1_2015_summer,1.030883931,1.778717519,0.927584369
B1,2015,23.14877174,17.10453804,11.06030435,0,summer,B1_2015,B1_summer,B1_2015_summer,1.168309531,2.336533563,1.750282572
C1,2015,19.61902174,12.55502717,5.491032609,0,summer,C1_2015,C1_summer,C1_2015_summer,2.080411491,1.986374224,2.033392857
D1,2015,12.87659754,8.729905493,4.583213446,0,summer,D1_2015,D1_summer,D1_2015_summer,2.205584341,1.762013911,1.983822418
NOAA,2015,29.53502415,21.20772947,12.88043478,0,summer,NOAA_2015,NOAA_summer,NOAA_2015_summer,0.923630521,-1.106284938,-0.090775966
A1,2016,26.94754348,19.47671603,12.85266304,0,summer,A1_2016,A1_summer,A1_2016_summer,2.249210018,1.944000127,1.670081198
B1,2016,24.64263043,17.33408333,11.01702174,0,summer,B1_2016,B1_summer,B1_2016_summer,2.662168226,2.293250954,1.979827861
C1,2016,20.52173913,12.28804348,4.054347826,0,summer,C1_2016,C1_summer,C1_2016_summer,2.983128882,0.549689441,1.766409161
D1,2016,13.15114246,8.848858099,4.546573735,0,summer,D1_2016,D1_summer,D1_2016_summer,2.480129264,1.725374201,2.102775024
NOAA,2016,30.73671498,21.96859903,13.20048309,0,summer,NOAA_2016,NOAA_summer,NOAA_2016_summer,2.125321342,-0.786236629,0.670093599
A1,2017,25.46725,18.58398687,12.42668478,0,summer,A1_2017,A1_summer,A1_2017_summer,0.76891654,1.518021866,0.777352032
B1,2017,23.748,16.58462862,10.92420652,0,summer,B1_2017,B1_summer,B1_2017_summer,1.767537791,2.200435737,1.230373151
C1,2017,20.03576087,11.55035533,3.981847826,0,summer,C1_2017,C1_summer,C1_2017_summer,2.497150621,0.477189441,1.028721009
D1,2017,11.94019302,7.882151238,3.824109451,0,summer,D1_2017,D1_summer,D1_2017_summer,1.269179826,1.002909916,1.136068163
NOAA,2017,30.09661836,21.41002415,12.72342995,0,summer,NOAA_2017,NOAA_summer,NOAA_2017_summer,1.485224724,-1.263289769,0.11151872
A1,2018,26.52301087,19.38341259,12.7283587,0,summer,A1_2018,A1_summer,A1_2018_summer,1.824677409,1.819695779,1.576777756
B1,2018,24.4181413,17.42510281,11.40055435,0,summer,B1_2018,B1_summer,B1_2018_summer,2.437679096,2.676783563,2.070847336
C1,2018,21.07206522,12.50517859,4.408282609,0,summer,C1_2018,C1_summer,C1_2018_summer,3.533454969,0.903624224,1.98354427
D1,2018,12.57617391,9.421525761,NA,0,summer,D1_2018,D1_summer,D1_2018_summer,1.905160714,NA,2.675442686
NOAA,2018,30.54951691,21.71497585,12.88043478,0,summer,NOAA_2018,NOAA_summer,NOAA_2018_summer,1.938123275,-1.106284938,0.416470411
A1,2019,25.94243478,18.70850408,12.31198913,0,summer,A1_2019,A1_summer,A1_2019_summer,1.244101322,1.403326214,0.901869242
B1,2019,25.94243478,18.70850408,12.31198913,0,summer,B1_2019,B1_summer,B1_2019_summer,3.961972574,3.588218346,3.354248604
C1,2019,19.868,11.57845435,4.249032609,0,summer,C1_2019,C1_summer,C1_2019_summer,2.329389752,0.744374224,1.056820031
D1,2019,12.31226087,7.432605761,3.77876087,0,summer,D1_2019,D1_summer,D1_2019_summer,1.641247671,0.957561335,0.686522686
NOAA,2019,30.07246377,21.39794686,12.72342995,0,summer,NOAA_2019,NOAA_summer,NOAA_2019_summer,1.461070135,-1.263289769,0.099441425
A1,2020,27.85921739,20.29544429,13.47580435,0,summer,A1_2020,A1_summer,A1_2020_summer,3.160883931,2.567141432,2.488809459
B1,2020,25.68511957,18.20408243,12.0643913,0,summer,B1_2020,B1_summer,B1_2020_summer,3.704657357,3.340620519,2.849826956
C1,2020,21.47625,12.66390283,4.700717391,0,summer,C1_2020,C1_summer,C1_2020_summer,3.937639752,1.196059006,2.142268509
D1,2020,NA,NA,NA,NA,summer,D1_2020,D1_summer,D1_2020_summer,NA,NA,NA
NOAA,2020,31.5942029,22.50301932,13.41183575,0,summer,NOAA_2020,NOAA_summer,NOAA_2020_summer,2.982809265,-0.574883972,1.204513889
A1,2021,26.80211957,19.82018569,13.58790217,0,summer,A1_2021,A1_summer,A1_2021_summer,2.103786105,2.679239258,2.013550854
B1,2021,24.30248913,17.71228895,12.15167391,0,summer,B1_2021,B1_summer,B1_2021_summer,2.322026922,3.427903128,2.358033477
C1,2021,19.28807103,12.71596005,6.695016682,0,summer,C1_2021,C1_summer,C1_2021_summer,1.749460781,3.190358297,2.194325735
D1,2021,13.43772826,8.725757935,4.986619565,0,summer,D1_2021,D1_summer,D1_2021_summer,2.766715062,2.165420031,1.97967486
NOAA,2021,30.63405797,21.93538647,13.23671498,0,summer,NOAA_2021,NOAA_summer,NOAA_2021_summer,2.022664337,-0.750004745,0.636881039
A1,2022,23.0005617,19.45037864,15.90019559,1,summer,A1_2022,A1_summer,A1_2022_summer,-1.697771765,4.991532675,1.643743809
B1,2022,20.69331241,17.33324026,13.9731681,1,summer,B1_2022,B1_summer,B1_2022_summer,-1.287149797,5.249397318,1.978984785
C1,2022,13.05552589,13.05552589,13.05552589,0,summer,C1_2022,C1_summer,C1_2022_summer,-4.483084358,9.550867506,2.533891574
D1,2022,NA,NA,NA,1,summer,D1_2022,D1_summer,D1_2022_summer,NA,NA,NA
NOAA,2022,30.76086957,22.23128019,13.70169082,0,summer,NOAA_2022,NOAA_summer,NOAA_2022_summer,2.149475932,-0.285028899,0.932774758
A1,2023,NA,NA,NA,1,summer,A1_2023,A1_summer,A1_2023_summer,NA,NA,NA
B1,2023,NA,NA,NA,1,summer,B1_2023,B1_summer,B1_2023_summer,NA,NA,NA
C1,2023,NA,NA,NA,1,summer,C1_2023,C1_summer,C1_2023_summer,NA,NA,NA
D1,2023,NA,NA,NA,1,summer,D1_2023,D1_summer,D1_2023_summer,NA,NA,NA
NOAA,2023,NA,NA,NA,1,summer,NOAA_2023,NOAA_summer,NOAA_2023_summer,NA,NA,NA
A1,1953,18.61826087,12.02619565,5.42798913,0,gs,A1_1953,A1_gs,A1_1953_gs,0.644628464,0.384808057,0.515900326
B1,1953,15.48277174,9.190869565,2.894456522,0,gs,B1_1953,B1_gs,B1_1953_gs,-0.047487628,-0.104040483,-0.075195344
C1,1953,10.82065217,5.163043478,-0.494565217,0,gs,C1_1953,C1_gs,C1_1953_gs,-0.205526009,0.72472632,0.259596273
D1,1953,4.173913043,0.576086957,-3.02173913,0,gs,D1_1953,D1_gs,D1_1953_gs,0.052985248,0.328449146,0.190739519
NOAA,1953,22.72804348,15.89896739,9.069021739,0,gs,NOAA_1953,NOAA_gs,NOAA_1953_gs,0.460929736,0.768858696,0.615642469
A1,1954,20.00277174,12.57717391,5.145380435,0,gs,A1_1954,A1_gs,A1_1954_gs,2.029139334,0.102199361,1.066878587
B1,1954,16.85766304,9.917065217,2.970543478,0,gs,B1_1954,B1_gs,B1_1954_gs,1.327403677,-0.027953527,0.651000308
C1,1954,11.33152174,5.20923913,-0.913043478,0,gs,C1_1954,C1_gs,C1_1954_gs,0.305343556,0.306248059,0.305791925
D1,1954,5.336956522,1.380597826,-2.575163043,0,gs,D1_1954,D1_gs,D1_1954_gs,1.216028727,0.775025233,0.995250388
NOAA,1954,23.95945652,16.69902174,9.439076087,0,gs,NOAA_1954,NOAA_gs,NOAA_1954_gs,1.69234278,1.138913043,1.415696817
A1,1955,18.57945652,11.75597826,4.926358696,0,gs,A1_1955,A1_gs,A1_1955_gs,0.605824116,-0.116822378,0.245682934
B1,1955,15.34532609,8.991358696,2.631576087,0,gs,B1_1955,B1_gs,B1_1955_gs,-0.18493328,-0.366920918,-0.274706214
C1,1955,10.26086957,4.677445652,-0.905978261,0,gs,C1_1955,C1_gs,C1_1955_gs,-0.765308618,0.313313276,-0.226001553
D1,1955,4.040815217,0.182934783,-3.675054348,0,gs,D1_1955,D1_gs,D1_1955_gs,-0.080112578,-0.324866071,-0.202412655
NOAA,1955,22.87130435,15.92005435,8.968478261,0,gs,NOAA_1955,NOAA_gs,NOAA_1955_gs,0.604190606,0.668315217,0.636729425
A1,1956,19.30637789,12.85084686,6.392109304,NA,gs,A1_1956,A1_gs,A1_1956_gs,1.332745488,1.34892823,1.340551533
B1,1956,16.78748145,10.47811927,4.165441868,NA,gs,B1_1956,B1_gs,B1_1956_gs,1.257222084,1.166944863,1.212054358
C1,1956,12.53690217,5.89875,-0.739347826,0,gs,C1_1956,C1_gs,C1_1956_gs,1.510723991,0.479943711,0.995302795
D1,1956,5.374673913,1.47951087,-2.415,0,gs,D1_1956,D1_gs,D1_1956_gs,1.253746118,0.935188276,1.094163432
NOAA,1956,23.37695652,16.45478261,9.532771739,0,gs,NOAA_1956,NOAA_gs,NOAA_1956_gs,1.10984278,1.232608696,1.171457686
A1,1957,17.88548913,11.43701087,4.982336957,0,gs,A1_1957,A1_gs,A1_1957_gs,-0.088143275,-0.060844117,-0.073284457
B1,1957,15.11418478,9.042065217,2.965108696,0,gs,B1_1957,B1_gs,B1_1957_gs,-0.416074584,-0.033388309,-0.223999692
C1,1957,10.47282609,4.994565217,-0.483695652,0,gs,C1_1957,C1_gs,C1_1957_gs,-0.553352096,0.735595885,0.091118012
D1,1957,3.684782609,-0.019021739,-3.722826087,0,gs,D1_1957,D1_gs,D1_1957_gs,-0.436145186,-0.372637811,-0.404369177
NOAA,1957,21.42907609,14.87451087,8.319836957,0,gs,NOAA_1957,NOAA_gs,NOAA_1957_gs,-0.838037655,0.019673913,-0.408814053
A1,1958,18.13293478,11.91619565,5.694293478,0,gs,A1_1958,A1_gs,A1_1958_gs,0.159302377,0.651112404,0.405900326
B1,1958,15.32070652,9.175434783,3.024891304,0,gs,B1_1958,B1_gs,B1_1958_gs,-0.209552845,0.026394299,-0.090630127
C1,1958,10.875,4.597826087,-1.679347826,0,gs,C1_1958,C1_gs,C1_1958_gs,-0.151178183,-0.460056289,-0.305621118
D1,1958,4.304347826,0.668478261,-2.967391304,0,gs,D1_1958,D1_gs,D1_1958_gs,0.183420031,0.382796972,0.283130823
NOAA,1958,21.62293478,15.26815217,8.91298913,0,gs,NOAA_1958,NOAA_gs,NOAA_1958_gs,-0.64417896,0.612826087,-0.015172748
A1,1959,18.57847826,12.05201087,5.519402174,0,gs,A1_1959,A1_gs,A1_1959_gs,0.604845856,0.4762211,0.541715543
B1,1959,15.60809783,9.346304348,3.07923913,0,gs,B1_1959,B1_gs,B1_1959_gs,0.077838459,0.080742125,0.080239438
C1,1959,10.96195652,5.013586957,-0.934782609,0,gs,C1_1959,C1_gs,C1_1959_gs,-0.064221661,0.284508929,0.110139752
D1,1959,3.694891304,-0.000978261,-3.696684783,0,gs,D1_1959,D1_gs,D1_1959_gs,-0.426036491,-0.346496506,-0.386325699
NOAA,1959,22.12690217,15.16402174,8.200923913,0,gs,NOAA_1959,NOAA_gs,NOAA_1959_gs,-0.140211568,-0.09923913,-0.119303183
A1,1960,18.50157609,11.87858696,5.249456522,0,gs,A1_1960,A1_gs,A1_1960_gs,0.527943682,0.206275448,0.36829163
B1,1960,16.0125,9.607391304,3.196793478,0,gs,B1_1960,B1_gs,B1_1960_gs,0.482240633,0.198296473,0.341326395
C1,1960,12.0326087,5.75,-0.532608696,0,gs,C1_1960,C1_gs,C1_1960_gs,1.006430512,0.686682842,0.846552795
D1,1960,4.570652174,0.722826087,-3.125,0,gs,D1_1960,D1_gs,D1_1960_gs,0.449724379,0.225188276,0.337478649
NOAA,1960,22.96798913,16.07869565,9.18951087,0,gs,NOAA_1960,NOAA_gs,NOAA_1960_gs,0.700875388,0.889347826,0.79537073
A1,1961,17.11978261,10.99956522,4.873641304,0,gs,A1_1961,A1_gs,A1_1961_gs,-0.853849797,-0.169539769,-0.510730109
B1,1961,14.55983696,8.794836957,3.024891304,0,gs,B1_1961,B1_gs,B1_1961_gs,-0.97042241,0.026394299,-0.471227953
C1,1961,11.22826087,5.475543478,-0.277173913,0,gs,C1_1961,C1_gs,C1_1961_gs,0.202082686,0.942117624,0.572096273
D1,1961,4.076086957,0.491847826,-3.092391304,0,gs,D1_1961,D1_gs,D1_1961_gs,-0.044840839,0.257796972,0.106500388
NOAA,1961,21.65081522,15.19005435,8.728967391,0,gs,NOAA_1961,NOAA_gs,NOAA_1961_gs,-0.616298525,0.428804348,-0.093270575
A1,1962,18.94358696,12.26516304,5.580163043,0,gs,A1_1962,A1_gs,A1_1962_gs,0.969954551,0.53698197,0.754867717
B1,1962,15.91309783,9.542663043,3.166195652,0,gs,B1_1962,B1_gs,B1_1962_gs,0.382838459,0.167698647,0.276598134
C1,1962,11.56521739,5.315217391,-0.934782609,0,gs,C1_1962,C1_gs,C1_1962_gs,0.539039208,0.284508929,0.411770186
D1,1962,4.39673913,0.516304348,-3.364130435,0,gs,D1_1962,D1_gs,D1_1962_gs,0.275811335,-0.013942158,0.13095691
NOAA,1962,22.37896739,15.35902174,8.339130435,0,gs,NOAA_1962,NOAA_gs,NOAA_1962_gs,0.111853649,0.038967391,0.075696817
A1,1963,19.4936413,12.79576087,6.091032609,0,gs,A1_1963,A1_gs,A1_1963_gs,1.520008899,1.047851535,1.285465543
B1,1963,16.84788043,10.50472826,4.155326087,0,gs,B1_1963,B1_gs,B1_1963_gs,1.317621068,1.156829082,1.238663351
C1,1963,12.22282609,5.970108696,-0.282608696,0,gs,C1_1963,C1_gs,C1_1963_gs,1.196647904,0.936682842,1.066661491
D1,1963,5.434347826,1.671195652,-2.091956522,0,gs,D1_1963,D1_gs,D1_1963_gs,1.313420031,1.258231755,1.285848214
NOAA,1963,23.25722826,16.39048913,9.550217391,0,gs,NOAA_1963,NOAA_gs,NOAA_1963_gs,0.990114519,1.250054348,1.107164208
A1,1964,17.74070652,11.12413043,4.502391304,0,gs,A1_1964,A1_gs,A1_1964_gs,-0.232925884,-0.540789769,-0.386164892
B1,1964,15.07483696,8.655543478,2.231195652,0,gs,B1_1964,B1_gs,B1_1964_gs,-0.45542241,-0.767301353,-0.610521431
C1,1964,10.70108696,4.619565217,-1.461956522,0,gs,C1_1964,C1_gs,C1_1964_gs,-0.325091227,-0.242664984,-0.283881988
D1,1964,3.010869565,-0.744565217,-4.5,0,gs,D1_1964,D1_gs,D1_1964_gs,-1.11005823,-1.149811724,-1.129912655
NOAA,1964,22.0288587,15.1876087,8.346847826,0,gs,NOAA_1964,NOAA_gs,NOAA_1964_gs,-0.238255047,0.046684783,-0.095716227
A1,1965,16.25592391,10.14380435,4.025815217,0,gs,A1_1965,A1_gs,A1_1965_gs,-1.717708492,-1.017365856,-1.366490979
B1,1965,13.60875,7.860434783,2.106413043,0,gs,B1_1965,B1_gs,B1_1965_gs,-1.921509367,-0.892083962,-1.405630127
C1,1965,9.304347826,3.529891304,-2.244565217,0,gs,C1_1965,C1_gs,C1_1965_gs,-1.721830357,-1.02527368,-1.373555901
D1,1965,2.673913043,-0.752717391,-4.179347826,0,gs,D1_1965,D1_gs,D1_1965_gs,-1.447014752,-0.82915955,-1.138064829
NOAA,1965,20.8838587,14.38831522,7.89298913,0,gs,NOAA_1965,NOAA_gs,NOAA_1965_gs,-1.383255047,-0.407173913,-0.895009705
A1,1966,19.06858696,12.14831522,5.221467391,0,gs,A1_1966,A1_gs,A1_1966_gs,1.094954551,0.178286317,0.638019891
B1,1966,16.86418478,10.32777174,3.78576087,0,gs,B1_1966,B1_gs,B1_1966_gs,1.333925416,0.787263865,1.06170683
C1,1966,12.08695652,5.597826087,-0.891304348,0,gs,C1_1966,C1_gs,C1_1966_gs,1.060778339,0.327987189,0.694378882
D1,1966,5.733695652,1.676630435,-2.380434783,0,gs,D1_1966,D1_gs,D1_1966_gs,1.612767857,0.969753494,1.291282997
NOAA,1966,23.75076087,16.49858696,9.245326087,0,gs,NOAA_1966,NOAA_gs,NOAA_1966_gs,1.483647127,0.945163043,1.215262034
A1,1967,16.73940217,10.85902174,4.971467391,0,gs,A1_1967,A1_gs,A1_1967_gs,-1.234230231,-0.071713683,-0.651273587
B1,1967,14.73467391,9.04375,3.34826087,0,gs,B1_1967,B1_gs,B1_1967_gs,-0.795585454,0.349763865,-0.222314909
C1,1967,9.961956522,4.404891304,-1.152173913,0,gs,C1_1967,C1_gs,C1_1967_gs,-1.064221661,0.067117624,-0.498555901
D1,1967,4.107826087,0.491956522,-3.123913043,0,gs,D1_1967,D1_gs,D1_1967_gs,-0.013101708,0.226275233,0.106609084
